Solar irradiance (Kurucz, R.L. 2005)   revised 02jan2010
High resolution irradiance spectrum from 300 to 1000 nm.
Thuillier et al (2004) calibration
Kurucz.harvard.edu/sun/irradiance2005/irradthuwn.br_5nm
0.5 nm FWHM Gaussian broadening
300 by 0.25 to 1000 nm
 
    nm    W/m**2/nm
  620.500  1.7327
  620.750  1.7408
  621.000  1.7414
  621.250  1.7254
  621.500  1.6880
  621.750  1.6753
  622.000  1.6821
  622.250  1.6928
  622.500  1.7118
  622.750  1.7112
  623.000  1.6792
  623.250  1.6472
  623.500  1.6710
  623.750  1.6944
  624.000  1.6806
  624.250  1.6755
  624.500  1.6538
  624.750  1.6334
  625.000  1.6634
  625.250  1.6679
  625.500  1.6248
  625.750  1.6188
  626.000  1.6407
  626.250  1.6745
  626.500  1.6919
  626.750  1.6920
  627.000  1.6968
  627.250  1.6937
  627.500  1.7050
  627.750  1.7091
  628.000  1.6898
  628.250  1.6764
  628.500  1.6915
  628.750  1.7034
  629.000  1.7021
  629.250  1.6908
  629.500  1.6933
  629.750  1.6865
  630.000  1.6556
  630.250  1.6249
  630.500  1.6423
  630.750  1.6872
  631.000  1.6926
  631.250  1.6755
  631.500  1.6473
  631.750  1.6111
  632.000  1.6055
  632.250  1.6361
  632.500  1.6648
  632.750  1.6828
  633.000  1.6793
  633.250  1.6733
  633.500  1.6581
  633.750  1.6204
  634.000  1.6222
  634.250  1.6476
  634.500  1.6450
  634.750  1.6491
  635.000  1.6695
  635.250  1.6798
  635.500  1.6668
  635.750  1.6489
  636.000  1.6327
  636.250  1.6154
  636.500  1.6186
  636.750  1.6454
  637.000  1.6623
  637.250  1.6653
  637.500  1.6735
  637.750  1.6739
  638.000  1.6641
  638.250  1.6589
  638.500  1.6605
  638.750  1.6673
  639.000  1.6729
  639.250  1.6537
  639.500  1.6208
  639.750  1.6292
  640.000  1.6107
  640.250  1.5937
  640.500  1.6346
  640.750  1.6288
  641.000  1.6012
  641.250  1.5968
  641.500  1.6066
  641.750  1.6185
  642.000  1.6089
  642.250  1.5949
  642.500  1.6265
  642.750  1.6520
  643.000  1.6402
  643.250  1.6120
  643.500  1.6200
  643.750  1.6287
  644.000  1.5990
  644.250  1.6122
  644.500  1.6475
  644.750  1.6462
  645.000  1.6081
  645.250  1.5926
  645.500  1.6118
  645.750  1.6041
  646.000  1.6154
  646.250  1.5990
  646.500  1.5792
  646.750  1.6164
  647.000  1.6217
  647.250  1.6061
  647.500  1.6129
  647.750  1.6250
  648.000  1.6309
  648.250  1.6167
  648.500  1.6100
  648.750  1.6287
  649.000  1.6309
  649.250  1.5976
  649.500  1.5194
  649.750  1.4795
  650.000  1.5244
  650.250  1.5778
  650.500  1.6131
  650.750  1.6253
  651.000  1.6255
  651.250  1.6243
  651.500  1.6179
  651.750  1.5973
  652.000  1.5859
  652.250  1.6006
  652.500  1.6092
  652.750  1.5964
  653.000  1.5923
  653.250  1.5996
  653.500  1.5944
  653.750  1.5973
  654.000  1.6019
  654.250  1.5994
  654.500  1.5839
  654.750  1.5578
  655.000  1.5591
  655.250  1.5614
  655.500  1.5321
  655.750  1.4843
  656.000  1.4032
  656.250  1.2043
  656.500  1.0955
  656.750  1.2802
  657.000  1.4334
  657.250  1.4859
  657.500  1.5089
  657.750  1.5299
  658.000  1.5543
  658.250  1.5579
  658.500  1.5565
  658.750  1.5553
  659.000  1.5592
  659.250  1.5402
  659.500  1.5078
  659.750  1.5278
  660.000  1.5503
  660.250  1.5655
  660.500  1.5651
  660.750  1.5521
  661.000  1.5406
  661.250  1.5488
  661.500  1.5625
  661.750  1.5663
  662.000  1.5668
  662.250  1.5666
  662.500  1.5615
  662.750  1.5541
  663.000  1.5498
  663.250  1.5355
  663.500  1.5063
  663.750  1.5151
  664.000  1.5373
  664.250  1.5343
  664.500  1.5214
  664.750  1.5294
  665.000  1.5452
  665.250  1.5505
  665.500  1.5496
  665.750  1.5499
  666.000  1.5488
  666.250  1.5334
  666.500  1.5148
  666.750  1.5254
  667.000  1.5413
  667.250  1.5498
  667.500  1.5517
  667.750  1.5346
  668.000  1.5157
  668.250  1.5381
  668.500  1.5592
  668.750  1.5639
  669.000  1.5642
  669.250  1.5639
  669.500  1.5579
  669.750  1.5436
  670.000  1.5431
  670.250  1.5510
  670.500  1.5434
  670.750  1.5415
  671.000  1.5509
  671.250  1.5487
  671.500  1.5356
  671.750  1.5156
  672.000  1.5096
  672.250  1.5293
  672.500  1.5428
  672.750  1.5444
  673.000  1.5494
  673.250  1.5554
  673.500  1.5541
  673.750  1.5517
  674.000  1.5472
  674.250  1.5463
  674.500  1.5472
  674.750  1.5456
  675.000  1.5349
  675.250  1.5266
  675.500  1.5348
  675.750  1.5417
  676.000  1.5443
  676.250  1.5471
  676.500  1.5440
  676.750  1.5293
  677.000  1.5152
  677.250  1.5160
  677.500  1.5221
  677.750  1.5318
  678.000  1.5329
  678.250  1.5250
  678.500  1.5099
  678.750  1.5044
  679.000  1.5119
  679.250  1.5155
  679.500  1.5064
  679.750  1.4987
  680.000  1.4999
  680.250  1.5038
  680.500  1.5018
  680.750  1.4987
  681.000  1.4986
  681.250  1.4993
  681.500  1.5048
  681.750  1.5101
  682.000  1.5102
  682.250  1.5075
  682.500  1.5153
  682.750  1.5134
  683.000  1.5025
  683.250  1.5088
  683.500  1.5161
  683.750  1.5086
  684.000  1.4849
  684.250  1.4589
  684.500  1.4645
  684.750  1.4991
  685.000  1.5149
  685.250  1.5155
  685.500  1.5007
  685.750  1.4783
  686.000  1.4821
  686.250  1.4891
  686.500  1.4974
  686.750  1.5078
  687.000  1.5096
  687.250  1.5086
  687.500  1.5055
  687.750  1.5011
  688.000  1.4921
  688.250  1.4770
  688.500  1.4765
  688.750  1.4918
  689.000  1.5002
  689.250  1.5014
  689.500  1.4946
  689.750  1.4881
  690.000  1.4885
  690.250  1.4888
  690.500  1.4848
  690.750  1.4826
  691.000  1.4873
  691.250  1.4857
  691.500  1.4682
  691.750  1.4546
  692.000  1.4668
  692.250  1.4815
  692.500  1.4740
  692.750  1.4663
  693.000  1.4790
  693.250  1.4828
  693.500  1.4783
  693.750  1.4826
  694.000  1.4889
  694.250  1.4898
  694.500  1.4766
  694.750  1.4654
  695.000  1.4733
  695.250  1.4703
  695.500  1.4705
  695.750  1.4808
  696.000  1.4858
  696.250  1.4846
  696.500  1.4825
  696.750  1.4796
  697.000  1.4841
  697.250  1.4852
  697.500  1.4747
  697.750  1.4426
  698.000  1.4164
  698.250  1.4424
  698.500  1.4767
  698.750  1.4826
  699.000  1.4781
  699.250  1.4801
  699.500  1.4822
  699.750  1.4804
  700.000  1.4661
  700.250  1.4507
  700.500  1.4410
  700.750  1.4339
  701.000  1.4480
  701.250  1.4540
  701.500  1.4411
  701.750  1.4176
  702.000  1.4251
  702.250  1.4442
  702.500  1.4273
  702.750  1.4311
  703.000  1.4488
  703.250  1.4500
  703.500  1.4402
  703.750  1.4309
  704.000  1.4333
  704.250  1.4512
  704.500  1.4608
  704.750  1.4599
  705.000  1.4629
  705.250  1.4576
  705.500  1.4450
  705.750  1.4410
  706.000  1.4405
  706.250  1.4368
  706.500  1.4408
  706.750  1.4372
  707.000  1.4244
  707.250  1.4310
  707.500  1.4426
  707.750  1.4480
  708.000  1.4487
  708.250  1.4408
  708.500  1.4153
  708.750  1.4039
  709.000  1.4131
  709.250  1.4123
  709.500  1.4166
  709.750  1.4208
  710.000  1.4264
  710.250  1.4318
  710.500  1.4329
  710.750  1.4296
  711.000  1.4206
  711.250  1.4082
  711.500  1.4044
  711.750  1.4100
  712.000  1.4090
  712.250  1.3967
  712.500  1.3959
  712.750  1.4097
  713.000  1.4025
  713.250  1.3849
  713.500  1.3938
  713.750  1.4132
  714.000  1.4190
  714.250  1.4129
  714.500  1.4028
  714.750  1.3858
  715.000  1.3685
  715.250  1.3846
  715.500  1.4027
  715.750  1.4042
  716.000  1.4069
  716.250  1.4011
  716.500  1.3676
  716.750  1.3534
  717.000  1.3898
  717.250  1.4123
  717.500  1.4100
  717.750  1.3947
  718.000  1.3847
  718.250  1.3688
  718.500  1.3655
  718.750  1.3578
  719.000  1.3464
  719.250  1.3603
  719.500  1.3630
  719.750  1.3675
  720.000  1.3773
  720.250  1.3756
  720.500  1.3687
  720.750  1.3534
  721.000  1.3373
  721.250  1.3638
  721.500  1.3759
  721.750  1.3720
  722.000  1.3647
  722.250  1.3533
  722.500  1.3472
  722.750  1.3543
  723.000  1.3665
  723.250  1.3765
  723.500  1.3767
  723.750  1.3675
  724.000  1.3658
  724.250  1.3657
  724.500  1.3661
  724.750  1.3659
  725.000  1.3663
  725.250  1.3545
  725.500  1.3551
  725.750  1.3634
  726.000  1.3653
  726.250  1.3477
  726.500  1.3449
  726.750  1.3579
  727.000  1.3620
  727.250  1.3625
  727.500  1.3589
  727.750  1.3538
  728.000  1.3533
  728.250  1.3408
  728.500  1.3196
  728.750  1.3184
  729.000  1.3035
  729.250  1.2883
  729.500  1.3053
  729.750  1.3366
  730.000  1.3509
  730.250  1.3475
  730.500  1.3476
  730.750  1.3372
  731.000  1.3203
  731.250  1.3170
  731.500  1.3333
  731.750  1.3453
  732.000  1.3417
  732.250  1.3348
  732.500  1.3298
  732.750  1.3129
  733.000  1.3147
  733.250  1.3247
  733.500  1.3319
  733.750  1.3416
  734.000  1.3467
  734.250  1.3447
  734.500  1.3362
  734.750  1.3331
  735.000  1.3331
  735.250  1.3196
  735.500  1.3102
  735.750  1.3080
  736.000  1.3170
  736.250  1.3186
  736.500  1.3098
  736.750  1.3158
  737.000  1.3252
  737.250  1.3277
  737.500  1.3216
  737.750  1.3154
  738.000  1.3239
  738.250  1.3239
  738.500  1.3059
  738.750  1.2712
  739.000  1.2522
  739.250  1.2754
  739.500  1.2936
  739.750  1.3045
  740.000  1.3079
  740.250  1.2952
  740.500  1.2992
  740.750  1.2937
  741.000  1.2726
  741.250  1.2615
  741.500  1.2713
  741.750  1.2684
  742.000  1.2802
  742.250  1.2782
  742.500  1.2651
  742.750  1.2927
  743.000  1.3132
  743.250  1.3078
  743.500  1.3087
  743.750  1.3127
  744.000  1.3093
  744.250  1.2959
  744.500  1.2827
  744.750  1.2686
  745.000  1.2811
  745.250  1.3042
  745.500  1.3128
  745.750  1.3144
  746.000  1.3106
  746.250  1.2901
  746.500  1.2800
  746.750  1.3018
  747.000  1.3133
  747.250  1.3105
  747.500  1.3021
  747.750  1.2979
  748.000  1.2996
  748.250  1.2991
  748.500  1.2986
  748.750  1.3045
  749.000  1.3041
  749.250  1.2892
  749.500  1.2649
  749.750  1.2578
  750.000  1.2849
  750.250  1.3007
  750.500  1.2990
  750.750  1.2854
  751.000  1.2693
  751.250  1.2498
  751.500  1.2639
  751.750  1.2898
  752.000  1.2969
  752.250  1.2859
  752.500  1.2657
  752.750  1.2677
  753.000  1.2784
  753.250  1.2675
  753.500  1.2710
  753.750  1.2881
  754.000  1.2916
  754.250  1.2883
  754.500  1.2834
  754.750  1.2741
  755.000  1.2739
  755.250  1.2799
  755.500  1.2712
  755.750  1.2565
  756.000  1.2607
  756.250  1.2690
  756.500  1.2747
  756.750  1.2711
  757.000  1.2584
  757.250  1.2589
  757.500  1.2597
  757.750  1.2648
  758.000  1.2755
  758.250  1.2700
  758.500  1.2453
  758.750  1.2262
  759.000  1.2424
  759.250  1.2657
  759.500  1.2715
  759.750  1.2697
  760.000  1.2631
  760.250  1.2481
  760.500  1.2460
  760.750  1.2562
  761.000  1.2592
  761.250  1.2592
  761.500  1.2582
  761.750  1.2374
  762.000  1.2159
  762.250  1.2281
  762.500  1.2525
  762.750  1.2628
  763.000  1.2645
  763.250  1.2636
  763.500  1.2621
  763.750  1.2608
  764.000  1.2584
  764.250  1.2568
  764.500  1.2592
  764.750  1.2583
  765.000  1.2535
  765.250  1.2462
  765.500  1.2312
  765.750  1.2072
  766.000  1.1813
  766.250  1.1769
  766.500  1.1729
  766.750  1.1774
  767.000  1.2166
  767.250  1.2355
  767.500  1.2468
  767.750  1.2488
  768.000  1.2376
  768.250  1.2272
  768.500  1.2372
  768.750  1.2413
  769.000  1.2282
  769.250  1.2089
  769.500  1.2115
  769.750  1.2203
  770.000  1.2038
  770.250  1.2098
  770.500  1.2336
  770.750  1.2375
  771.000  1.2263
  771.250  1.2058
  771.500  1.1876
  771.750  1.1901
  772.000  1.2112
  772.250  1.2148
  772.500  1.2087
  772.750  1.2060
  773.000  1.2044
  773.250  1.2136
  773.500  1.2167
  773.750  1.2198
  774.000  1.2216
  774.250  1.2082
  774.500  1.1901
  774.750  1.1838
  775.000  1.1661
  775.250  1.1755
  775.500  1.2022
  775.750  1.2110
  776.000  1.2082
  776.250  1.2043
  776.500  1.2083
  776.750  1.2114
  777.000  1.2096
  777.250  1.1953
  777.500  1.1772
  777.750  1.1797
  778.000  1.1840
  778.250  1.1747
  778.500  1.1880
  778.750  1.1982
  779.000  1.1866
  779.250  1.1874
  779.500  1.1979
  779.750  1.1893
  780.000  1.1704
  780.250  1.1718
  780.500  1.1870
  780.750  1.1884
  781.000  1.1777
  781.250  1.1724
  781.500  1.1824
  781.750  1.1940
  782.000  1.1968
  782.250  1.1962
  782.500  1.1962
  782.750  1.1950
  783.000  1.1901
  783.250  1.1697
  783.500  1.1500
  783.750  1.1568
  784.000  1.1747
  784.250  1.1875
  784.500  1.1870
  784.750  1.1867
  785.000  1.1817
  785.250  1.1753
  785.500  1.1802
  785.750  1.1824
  786.000  1.1861
  786.250  1.1871
  786.500  1.1859
  786.750  1.1870
  787.000  1.1849
  787.250  1.1816
  787.500  1.1822
  787.750  1.1793
  788.000  1.1750
  788.250  1.1733
  788.500  1.1764
  788.750  1.1829
  789.000  1.1848
  789.250  1.1836
  789.500  1.1801
  789.750  1.1755
  790.000  1.1764
  790.250  1.1791
  790.500  1.1799
  790.750  1.1785
  791.000  1.1725
  791.250  1.1638
  791.500  1.1565
  791.750  1.1529
  792.000  1.1450
  792.250  1.1542
  792.500  1.1616
  792.750  1.1574
  793.000  1.1503
  793.250  1.1274
  793.500  1.1166
  793.750  1.1218
  794.000  1.1214
  794.250  1.1320
  794.500  1.1143
  794.750  1.0996
  795.000  1.1291
  795.250  1.1526
  795.500  1.1547
  795.750  1.1517
  796.000  1.1521
  796.250  1.1548
  796.500  1.1556
  796.750  1.1549
  797.000  1.1529
  797.250  1.1498
  797.500  1.1518
  797.750  1.1529
  798.000  1.1504
  798.250  1.1508
  798.500  1.1528
  798.750  1.1494
  799.000  1.1466
  799.250  1.1480
  799.500  1.1397
  799.750  1.1269
  800.000  1.1119
  800.250  1.1156
  800.500  1.1357
  800.750  1.1421
  801.000  1.1411
  801.250  1.1418
  801.500  1.1430
  801.750  1.1447
  802.000  1.1452
  802.250  1.1450
  802.500  1.1402
  802.750  1.1247
  803.000  1.1128
  803.250  1.1281
  803.500  1.1404
  803.750  1.1392
  804.000  1.1428
  804.250  1.1439
  804.500  1.1312
  804.750  1.1014
  805.000  1.0958
  805.250  1.1163
  805.500  1.1266
  805.750  1.1287
  806.000  1.1357
  806.250  1.1397
  806.500  1.1402
  806.750  1.1389
  807.000  1.1328
  807.250  1.1229
  807.500  1.1201
  807.750  1.1250
  808.000  1.1291
  808.250  1.1245
  808.500  1.1159
  808.750  1.1105
  809.000  1.1216
  809.250  1.1202
  809.500  1.1066
  809.750  1.1059
  810.000  1.1022
  810.250  1.1122
  810.500  1.1275
  810.750  1.1285
  811.000  1.1273
  811.250  1.1292
  811.500  1.1296
  811.750  1.1283
  812.000  1.1287
  812.250  1.1309
  812.500  1.1325
  812.750  1.1289
  813.000  1.1257
  813.250  1.1237
  813.500  1.1222
  813.750  1.1232
  814.000  1.1239
  814.250  1.1218
  814.500  1.1201
  814.750  1.1191
  815.000  1.1177
  815.250  1.1167
  815.500  1.1154
  815.750  1.1153
  816.000  1.1170
  816.250  1.1099
  816.500  1.1066
  816.750  1.1128
  817.000  1.1111
  817.250  1.1081
  817.500  1.1106
  817.750  1.1126
  818.000  1.1069
  818.250  1.0887
  818.500  1.0605
  818.750  1.0707
  819.000  1.0959
  819.250  1.1023
  819.500  1.0705
  819.750  1.0416
  820.000  1.0633
  820.250  1.0804
  820.500  1.0927
  820.750  1.0953
  821.000  1.0887
  821.250  1.0780
  821.500  1.0607
  821.750  1.0681
  822.000  1.0704
  822.250  1.0529
  822.500  1.0709
  822.750  1.0922
  823.000  1.0922
  823.250  1.0790
  823.500  1.0730
  823.750  1.0830
  824.000  1.0855
  824.250  1.0882
  824.500  1.0910
  824.750  1.0867
  825.000  1.0733
  825.250  1.0778
  825.500  1.0875
  825.750  1.0848
  826.000  1.0831
  826.250  1.0858
  826.500  1.0853
  826.750  1.0843
  827.000  1.0855
  827.250  1.0848
  827.500  1.0796
  827.750  1.0727
  828.000  1.0770
  828.250  1.0840
  828.500  1.0852
  828.750  1.0825
  829.000  1.0786
  829.250  1.0758
  829.500  1.0685
  829.750  1.0695
  830.000  1.0763
  830.250  1.0780
  830.500  1.0722
  830.750  1.0623
  831.000  1.0602
  831.250  1.0585
  831.500  1.0671
  831.750  1.0756
  832.000  1.0749
  832.250  1.0705
  832.500  1.0645
  832.750  1.0458
  833.000  1.0332
  833.250  1.0362
  833.500  1.0296
  833.750  1.0341
  834.000  1.0376
  834.250  1.0438
  834.500  1.0495
  834.750  1.0357
  835.000  1.0396
  835.250  1.0603
  835.500  1.0678
  835.750  1.0660
  836.000  1.0597
  836.250  1.0533
  836.500  1.0507
  836.750  1.0482
  837.000  1.0560
  837.250  1.0607
  837.500  1.0584
  837.750  1.0568
  838.000  1.0553
  838.250  1.0547
  838.500  1.0485
  838.750  1.0354
  839.000  1.0204
  839.250  1.0372
  839.500  1.0553
  839.750  1.0546
  840.000  1.0526
  840.250  1.0515
  840.500  1.0501
  840.750  1.0525
  841.000  1.0533
  841.250  1.0483
  841.500  1.0421
  841.750  1.0436
  842.000  1.0437
  842.250  1.0401
  842.500  1.0323
  842.750  1.0276
  843.000  1.0357
  843.250  1.0445
  843.500  1.0330
  843.750  1.0138
  844.000  1.0144
  844.250  1.0202
  844.500  1.0257
  844.750  1.0169
  845.000  1.0195
  845.250  1.0333
  845.500  1.0386
  845.750  1.0382
  846.000  1.0371
  846.250  1.0374
  846.500  1.0350
  846.750  1.0226
  847.000  1.0036
  847.250  1.0068
  847.500  1.0213
  847.750  1.0294
  848.000  1.0298
  848.250  1.0241
  848.500  1.0218
  848.750  1.0260
  849.000  1.0259
  849.250  1.0214
  849.500  1.0026
  849.750  0.9276
  850.000  0.8352
  850.250  0.8805
  850.500  0.9659
  850.750  1.0069
  851.000  1.0195
  851.250  1.0144
  851.500  0.9917
  851.750  0.9810
  852.000  0.9984
  852.250  1.0123
  852.500  1.0121
  852.750  0.9999
  853.000  0.9943
  853.250  0.9978
  853.500  0.9869
  853.750  0.9484
  854.000  0.8651
  854.250  0.7230
  854.500  0.6664
  854.750  0.7933
  855.000  0.9137
  855.250  0.9653
  855.500  0.9835
  855.750  0.9770
  856.000  0.9767
  856.250  0.9927
  856.500  1.0011
  856.750  1.0055
  857.000  1.0050
  857.250  1.0003
  857.500  0.9982
  857.750  1.0019
  858.000  1.0044
  858.250  0.9967
  858.500  0.9867
  858.750  0.9916
  859.000  0.9981
  859.250  0.9966
  859.500  0.9870
  859.750  0.9785
  860.000  0.9750
  860.250  0.9851
  860.500  0.9952
  860.750  0.9955
  861.000  0.9913
  861.250  0.9814
  861.500  0.9779
  861.750  0.9878
  862.000  0.9959
  862.250  0.9948
  862.500  0.9948
  862.750  1.0053
  863.000  1.0096
  863.250  1.0074
  863.500  1.0033
  863.750  1.0048
  864.000  1.0088
  864.250  1.0100
  864.500  1.0083
  864.750  0.9985
  865.000  0.9776
  865.250  0.9793
  865.500  0.9888
  865.750  0.9739
  866.000  0.9136
  866.250  0.7759
  866.500  0.7086
  866.750  0.8287
  867.000  0.9383
  867.250  0.9734
  867.500  0.9767
  867.750  0.9775
  868.000  0.9899
  868.250  0.9947
  868.500  1.0022
  868.750  0.9930
  869.000  0.9623
  869.250  0.9733
  869.500  1.0053
  869.750  1.0124
  870.000  1.0074
  870.250  1.0026
  870.500  1.0094
  870.750  1.0131
  871.000  1.0063
  871.250  0.9876
  871.500  0.9813
  871.750  0.9917
  872.000  0.9940
  872.250  1.0030
  872.500  1.0105
  872.750  1.0016
  873.000  0.9839
  873.250  0.9874
  873.500  0.9909
  873.750  0.9687
  874.000  0.9694
  874.250  0.9798
  874.500  0.9762
  874.750  0.9827
  875.000  0.9813
  875.250  0.9651
  875.500  0.9590
  875.750  0.9688
  876.000  0.9727
  876.250  0.9814
  876.500  0.9733
  876.750  0.9699
  877.000  0.9817
  877.250  0.9766
  877.500  0.9565
  877.750  0.9637
  878.000  0.9815
  878.250  0.9816
  878.500  0.9803
  878.750  0.9806
  879.000  0.9744
  879.250  0.9526
  879.500  0.9420
  879.750  0.9557
  880.000  0.9717
  880.250  0.9762
  880.500  0.9561
  880.750  0.8975
  881.000  0.8813
  881.250  0.9386
  881.500  0.9709
  881.750  0.9744
  882.000  0.9728
  882.250  0.9675
  882.500  0.9473
  882.750  0.9403
  883.000  0.9608
  883.250  0.9697
  883.500  0.9683
  883.750  0.9605
  884.000  0.9480
  884.250  0.9516
  884.500  0.9605
  884.750  0.9571
  885.000  0.9550
  885.250  0.9599
  885.500  0.9603
  885.750  0.9569
  886.000  0.9501
  886.250  0.9346
  886.500  0.9186
  886.750  0.9099
  887.000  0.9104
  887.250  0.9345
  887.500  0.9475
  887.750  0.9439
  888.000  0.9433
  888.250  0.9472
  888.500  0.9476
  888.750  0.9488
  889.000  0.9510
  889.250  0.9445
  889.500  0.9367
  889.750  0.9426
  890.000  0.9439
  890.250  0.9428
  890.500  0.9448
  890.750  0.9439
  891.000  0.9435
  891.250  0.9347
  891.500  0.9273
  891.750  0.9367
  892.000  0.9375
  892.250  0.9312
  892.500  0.9241
  892.750  0.9141
  893.000  0.9094
  893.250  0.9233
  893.500  0.9364
  893.750  0.9406
  894.000  0.9404
  894.250  0.9344
  894.500  0.9216
  894.750  0.9103
  895.000  0.9129
  895.250  0.9238
  895.500  0.9325
  895.750  0.9345
  896.000  0.9338
  896.250  0.9318
  896.500  0.9285
  896.750  0.9202
  897.000  0.9160
  897.250  0.9233
  897.500  0.9240
  897.750  0.9144
  898.000  0.9159
  898.250  0.9234
  898.500  0.9229
  898.750  0.9183
  899.000  0.9175
  899.250  0.9160
  899.500  0.9165
  899.750  0.9150
  900.000  0.9002
  900.250  0.8921
  900.500  0.9058
  900.750  0.9032
  901.000  0.8786
  901.250  0.8589
  901.500  0.8578
  901.750  0.8636
  902.000  0.8723
  902.250  0.8781
  902.500  0.8775
  902.750  0.8875
  903.000  0.9022
  903.250  0.9070
  903.500  0.9092
  903.750  0.9096
  904.000  0.9096
  904.250  0.9126
  904.500  0.9137
  904.750  0.9128
  905.000  0.9097
  905.250  0.9048
  905.500  0.9055
  905.750  0.9101
  906.000  0.9046
  906.250  0.8777
  906.500  0.8649
  906.750  0.8914
  907.000  0.9038
  907.250  0.9007
  907.500  0.9040
  907.750  0.9005
  908.000  0.8776
  908.250  0.8707
  908.500  0.8909
  908.750  0.8908
  909.000  0.8603
  909.250  0.8553
  909.500  0.8691
  909.750  0.8661
  910.000  0.8794
  910.250  0.8853
  910.500  0.8892
  910.750  0.8944
  911.000  0.8955
  911.250  0.8833
  911.500  0.8751
  911.750  0.8814
  912.000  0.8762
  912.250  0.8822
  912.500  0.8958
  912.750  0.8993
  913.000  0.8974
  913.250  0.8951
  913.500  0.8955
  913.750  0.8945
  914.000  0.8916
  914.250  0.8893
  914.500  0.8866
  914.750  0.8790
  915.000  0.8743
  915.250  0.8836
  915.500  0.8891
  915.750  0.8854
  916.000  0.8836
  916.250  0.8863
  916.500  0.8819
  916.750  0.8779
  917.000  0.8796
  917.250  0.8761
  917.500  0.8700
  917.750  0.8725
  918.000  0.8783
  918.250  0.8790
  918.500  0.8800
  918.750  0.8810
  919.000  0.8792
  919.250  0.8773
  919.500  0.8775
  919.750  0.8780
  920.000  0.8737
  920.250  0.8698
  920.500  0.8708
  920.750  0.8695
  921.000  0.8611
  921.250  0.8455
  921.500  0.8314
  921.750  0.8361
  922.000  0.8426
  922.250  0.8520
  922.500  0.8544
  922.750  0.8346
  923.000  0.8108
  923.250  0.8130
  923.500  0.8344
  923.750  0.8424
  924.000  0.8398
  924.250  0.8476
  924.500  0.8518
  924.750  0.8477
  925.000  0.8501
  925.250  0.8555
  925.500  0.8433
  925.750  0.8171
  926.000  0.8148
  926.250  0.8362
  926.500  0.8507
  926.750  0.8565
  927.000  0.8625
  927.250  0.8632
  927.500  0.8631
  927.750  0.8651
  928.000  0.8620
  928.250  0.8578
  928.500  0.8589
  928.750  0.8589
  929.000  0.8541
  929.250  0.8499
  929.500  0.8528
  929.750  0.8534
  930.000  0.8534
  930.250  0.8580
  930.500  0.8604
  930.750  0.8592
  931.000  0.8567
  931.250  0.8539
  931.500  0.8547
  931.750  0.8530
  932.000  0.8446
  932.250  0.8487
  932.500  0.8519
  932.750  0.8507
  933.000  0.8539
  933.250  0.8579
  933.500  0.8567
  933.750  0.8542
  934.000  0.8587
  934.250  0.8580
  934.500  0.8485
  934.750  0.8468
  935.000  0.8509
  935.250  0.8475
  935.500  0.8507
  935.750  0.8481
  936.000  0.8360
  936.250  0.8338
  936.500  0.8424
  936.750  0.8491
  937.000  0.8455
  937.250  0.8438
  937.500  0.8439
  937.750  0.8494
  938.000  0.8529
  938.250  0.8402
  938.500  0.8368
  938.750  0.8420
  939.000  0.8409
  939.250  0.8453
  939.500  0.8444
  939.750  0.8433
  940.000  0.8459
  940.250  0.8400
  940.500  0.8305
  940.750  0.8124
  941.000  0.8160
  941.250  0.8212
  941.500  0.7860
  941.750  0.7683
  942.000  0.8060
  942.250  0.8336
  942.500  0.8414
  942.750  0.8462
  943.000  0.8393
  943.250  0.8182
  943.500  0.8090
  943.750  0.8201
  944.000  0.8153
  944.250  0.8148
  944.500  0.8210
  944.750  0.8159
  945.000  0.8190
  945.250  0.8274
  945.500  0.8230
  945.750  0.8190
  946.000  0.8292
  946.250  0.8332
  946.500  0.8286
  946.750  0.8309
  947.000  0.8338
  947.250  0.8313
  947.500  0.8353
  947.750  0.8380
  948.000  0.8363
  948.250  0.8343
  948.500  0.8322
  948.750  0.8291
  949.000  0.8288
  949.250  0.8326
  949.500  0.8290
  949.750  0.8205
  950.000  0.8245
  950.250  0.8287
  950.500  0.8236
  950.750  0.8223
  951.000  0.8270
  951.250  0.8268
  951.500  0.8210
  951.750  0.8214
  952.000  0.8206
  952.250  0.8180
  952.500  0.8256
  952.750  0.8248
  953.000  0.8166
  953.250  0.8157
  953.500  0.8202
  953.750  0.8170
  954.000  0.8127
  954.250  0.8077
  954.500  0.7873
  954.750  0.7575
  955.000  0.7596
  955.250  0.7840
  955.500  0.8010
  955.750  0.8134
  956.000  0.8180
  956.250  0.8150
  956.500  0.8123
  956.750  0.8133
  957.000  0.8086
  957.250  0.7978
  957.500  0.7982
  957.750  0.8036
  958.000  0.8076
  958.250  0.8088
  958.500  0.8100
  958.750  0.8109
  959.000  0.8116
  959.250  0.8134
  959.500  0.8114
  959.750  0.8084
  960.000  0.8032
  960.250  0.7973
  960.500  0.7911
  960.750  0.7934
  961.000  0.8026
  961.250  0.8090
  961.500  0.8099
  961.750  0.8054
  962.000  0.7991
  962.250  0.7874
  962.500  0.7849
  962.750  0.7827
  963.000  0.7840
  963.250  0.7966
  963.500  0.7955
  963.750  0.7868
  964.000  0.7819
  964.250  0.7905
  964.500  0.8000
  964.750  0.7963
  965.000  0.7919
  965.250  0.7921
  965.500  0.7888
  965.750  0.7829
  966.000  0.7690
  966.250  0.7713
